date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:59	17144/17144	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:19%20GMT	http://www.bop.gov/about/co/program_review.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/co/program_review.html	(from http://www.bop.gov/about/organization.jsp)
12:19:02	17107/17107	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:22%20GMT	http://www.bop.gov/about/co/director_bio_prd.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/co/director_bio_prd.html	(from http://www.bop.gov/about/organization.jsp)
12:19:06	16467/16467	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:25%20GMT	http://www.bop.gov/about/ro/mxr/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/mxr/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:09	16616/16616	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:29%20GMT	http://www.bop.gov/about/ro/bios/mxr.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/mxr.html	(from http://www.bop.gov/about/organization.jsp)
12:19:12	16426/16426	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:32%20GMT	http://www.bop.gov/about/ro/ncr/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/ncr/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:15	17221/17221	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:35%20GMT	http://www.bop.gov/about/ro/bios/ncr.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/ncr.html	(from http://www.bop.gov/about/organization.jsp)
12:19:19	16337/16337	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:38%20GMT	http://www.bop.gov/about/ro/ner/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/ner/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:23	15885/15885	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:42%20GMT	http://www.bop.gov/about/ro/bios/ner.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/ner.html	(from http://www.bop.gov/about/organization.jsp)
12:19:26	16421/16421	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:46%20GMT	http://www.bop.gov/about/ro/scr/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/scr/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:29	15834/15834	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:49%20GMT	http://www.bop.gov/about/ro/bios/scr.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/scr.html	(from http://www.bop.gov/about/organization.jsp)
12:19:37	16310/16310	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:48:52%20GMT	http://www.bop.gov/about/ro/ser/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/ser/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:44	16736/16736	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:49:04%20GMT	http://www.bop.gov/about/ro/bios/ser.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/ser.html	(from http://www.bop.gov/about/organization.jsp)
12:19:47	16586/16586	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:49:07%20GMT	http://www.bop.gov/about/ro/wxr/index.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/wxr/index.html	(from http://www.bop.gov/about/organization.jsp)
12:19:51	16659/16659	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:49:10%20GMT	http://www.bop.gov/about/ro/bios/wxr.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/bios/wxr.html	(from http://www.bop.gov/about/organization.jsp)
12:19:58	16871/16871	U--MC-	200	updated ('OK')	text/html	date:Wed,%2004%20Feb%202009%2016:49:14%20GMT	http://www.bop.gov/about/co/director_bio_hsd.jsp	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/co/director_bio_hsd.html	(from http://www.bop.gov/about/co/health_services.jsp)
12:20:00	26995/26995	U-----	200	untouched ('OK')	image/jpeg	etag:%226973-47164997%22	http://www.bop.gov/about/ro/graphics/MXR.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/MXR.jpg	(from http://www.bop.gov/about/ro/mxr/index.jsp)
12:20:02	20225/20225	U-----	200	untouched ('OK')	image/jpeg	etag:%224f01-487f4b25%22	http://www.bop.gov/about/ro/graphics/NCR.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/NCR.jpg	(from http://www.bop.gov/about/ro/ncr/index.jsp)
12:20:04	21248/21248	U-----	200	untouched ('OK')	image/jpeg	etag:%225300-487f4b25%22	http://www.bop.gov/about/ro/graphics/NER.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/NER.jpg	(from http://www.bop.gov/about/ro/ner/index.jsp)
12:20:06	20859/20859	U-----	200	untouched ('OK')	image/jpeg	etag:%22517b-487f4b25%22	http://www.bop.gov/about/ro/graphics/SCR.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/SCR.jpg	(from http://www.bop.gov/about/ro/scr/index.jsp)
12:20:08	23116/23116	U-----	200	untouched ('OK')	image/jpeg	etag:%225a4c-487f4b25%22	http://www.bop.gov/about/ro/graphics/SER.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/SER.jpg	(from http://www.bop.gov/about/ro/ser/index.jsp)
12:20:10	8385/8385	U-----	200	untouched ('OK')	image/jpeg	etag:%2220c1-48404686%22	http://www.bop.gov/about/ro/graphics/WXR.jpg	L:/Nikki/Bureau%20of%20Prisons/BOP-%20Org%20Chart%202-4-09/www.bop.gov/about/ro/graphics/WXR.jpg	(from http://www.bop.gov/about/ro/wxr/index.jsp)
